"subject" "activity" "variable" "mean(value)"
9 "WALKING" "tgravityacc-mean()-x" 0.670845545555556
9 "WALKING" "tgravityacc-mean()-y" -0.0467446999509028
9 "WALKING" "tgravityacc-mean()-z" 0.104353653032743
9 "WALKING" "tgravityacc-std()-x" -0.958784666180556
9 "WALKING" "tgravityacc-std()-y" -0.949938115208333
9 "WALKING" "tgravityacc-std()-z" -0.920554317815972
9 "WALKING" "tgravityaccmag-mean()" -0.505183470509188
9 "WALKING" "tgravityaccmag-std()" -0.553038255314792
10 "WALKING" "fbodyacc-mean()-x" -0.532289464513605
10 "WALKING" "fbodyacc-mean()-y" -0.494651474235034
10 "WALKING" "fbodyacc-mean()-z" -0.655062273211565
10 "WALKING" "fbodyacc-std()-x" -0.541170169070068
10 "WALKING" "fbodyacc-std()-y" -0.532135172812313
10 "WALKING" "fbodyacc-std()-z" -0.625871772082993
10 "WALKING" "fbodyaccjerk-mean()-x" -0.547243039827891
10 "WALKING" "fbodyaccjerk-mean()-y" -0.555104553563503
10 "WALKING" "fbodyaccjerk-mean()-z" -0.721689700769728
10 "WALKING" "fbodyaccjerk-std()-x" -0.553403478735408
10 "WALKING" "fbodyaccjerk-std()-y" -0.556271725483333
10 "WALKING" "fbodyaccjerk-std()-z" -0.77916817122449
10 "WALKING" "fbodyaccmag-mean()" -0.518734046961905
10 "WALKING" "fbodyaccmag-std()" -0.633196110969728
10 "WALKING" "fbodybodyaccjerkmag-mean()" -0.515140810846939
10 "WALKING" "fbodybodyaccjerkmag-std()" -0.553027359614864
10 "WALKING" "fbodybodygyrojerkmag-mean()" -0.767780095068027
10 "WALKING" "fbodybodygyrojerkmag-std()" -0.787144257176871
10 "WALKING" "fbodybodygyromag-mean()" -0.661496552826531
10 "WALKING" "fbodybodygyromag-std()" -0.666014612598639
10 "WALKING" "fbodygyro-mean()-x" -0.620379208870442
10 "WALKING" "fbodygyro-mean()-y" -0.64835059542517
10 "WALKING" "fbodygyro-mean()-z" -0.567456661721769
10 "WALKING" "fbodygyro-std()-x" -0.692654261914966
10 "WALKING" "fbodygyro-std()-y" -0.565943677806122
10 "WALKING" "fbodygyro-std()-z" -0.645947720476871
10 "WALKING" "tbodyacc-mean()-x" 0.27684847392517
10 "WALKING" "tbodyacc-mean()-y" -0.017835790552415
10 "WALKING" "tbodyacc-mean()-z" -0.111301532185714
10 "WALKING" "tbodyacc-std()-x" -0.537807711163265
10 "WALKING" "tbodyacc-std()-y" -0.497405885644898
10 "WALKING" "tbodyacc-std()-z" -0.614776952226361
10 "WALKING" "tbodyaccjerk-mean()-x" 0.0798108613061224
10 "WALKING" "tbodyaccjerk-mean()-y" 0.0129143257457823
10 "WALKING" "tbodyaccjerk-mean()-z" -0.0113556967940476
10 "WALKING" "tbodyaccjerk-std()-x" -0.52938321427551
10 "WALKING" "tbodyaccjerk-std()-y" -0.540236619204728
10 "WALKING" "tbodyaccjerk-std()-z" -0.750729260772109
10 "WALKING" "tbodyaccjerkmag-mean()" -0.57776193128833
10 "WALKING" "tbodyaccjerkmag-std()" -0.529340480130272
10 "WALKING" "tbodyaccmag-mean()" -0.502500207000204
10 "WALKING" "tbodyaccmag-std()" -0.545348810631551
10 "WALKING" "tbodygyro-mean()-x" -0.0185023695936054
10 "WALKING" "tbodygyro-mean()-y" -0.0846403674590918
10 "WALKING" "tbodygyro-mean()-z" 0.0910265011879252
10 "WALKING" "tbodygyro-std()-x" -0.67390558227449
10 "WALKING" "tbodygyro-std()-y" -0.591333155194558
10 "WALKING" "tbodygyro-std()-z" -0.598142328621088
10 "WALKING" "tbodygyrojerk-mean()-x" -0.108150829882313
10 "WALKING" "tbodygyrojerk-mean()-y" -0.0424219983671769
10 "WALKING" "tbodygyrojerk-mean()-z" -0.0555521277515646
10 "WALKING" "tbodygyrojerk-std()-x" -0.703243499727891
10 "WALKING" "tbodygyrojerk-std()-y" -0.768641779047619
10 "WALKING" "tbodygyrojerk-std()-z" -0.686800252738095
10 "WALKING" "tbodygyrojerkmag-mean()" -0.734465805340136
10 "WALKING" "tbodygyrojerkmag-std()" -0.768821828979592
10 "WALKING" "tbodygyromag-mean()" -0.521819802352381
10 "WALKING" "tbodygyromag-std()" -0.624408369413333
10 "WALKING" "tgravityacc-mean()-x" 0.642905730306122
10 "WALKING" "tgravityacc-mean()-y" -0.0740248544557823
10 "WALKING" "tgravityacc-mean()-z" 0.0552047227876769
10 "WALKING" "tgravityacc-std()-x" -0.965808126428571
10 "WALKING" "tgravityacc-std()-y" -0.95452407255102
10 "WALKING" "tgravityacc-std()-z" -0.938706428064626
10 "WALKING" "tgravityaccmag-mean()" -0.502500207000204
10 "WALKING" "tgravityaccmag-std()" -0.545348810631551
11 "SITTING" "fbodyacc-mean()-x" -0.619524028324684
11 "SITTING" "fbodyacc-mean()-y" -0.531455265662532
11 "SITTING" "fbodyacc-mean()-z" -0.750026145791139
11 "SITTING" "fbodyacc-std()-x" -0.579491754749367
11 "SITTING" "fbodyacc-std()-y" -0.502570240243354
11 "SITTING" "fbodyacc-std()-z" -0.652095671108544
11 "SITTING" "fbodyaccjerk-mean()-x" -0.676672987166456
11 "SITTING" "fbodyaccjerk-mean()-y" -0.632374688606013
11 "SITTING" "fbodyaccjerk-mean()-z" -0.825559590221519
11 "SITTING" "fbodyaccjerk-std()-x" -0.672195644346519
11 "SITTING" "fbodyaccjerk-std()-y" -0.609444998247785
11 "SITTING" "fbodyaccjerk-std()-z" -0.858259630601266
11 "SITTING" "fbodyaccmag-mean()" -0.611528074359177
11 "SITTING" "fbodyaccmag-std()" -0.674470159009494
11 "SITTING" "fbodybodyaccjerkmag-mean()" -0.656133473274684
11 "SITTING" "fbodybodyaccjerkmag-std()" -0.676925075857595
11 "SITTING" "fbodybodygyrojerkmag-mean()" -0.864827011392405
11 "SITTING" "fbodybodygyrojerkmag-std()" -0.879254016740506
11 "SITTING" "fbodybodygyromag-mean()" -0.757585939588608
11 "SITTING" "fbodybodygyromag-std()" -0.711267219682278
11 "SITTING" "fbodygyro-mean()-x" -0.709949332117089
11 "SITTING" "fbodygyro-mean()-y" -0.776852868955696
11 "SITTING" "fbodygyro-mean()-z" -0.708842979272152
11 "SITTING" "fbodygyro-std()-x" -0.751758277167721
11 "SITTING" "fbodygyro-std()-y" -0.670892713066772
11 "SITTING" "fbodygyro-std()-z" -0.75596062835443
11 "SITTING" "tbodyacc-mean()-x" 0.27658531139557
11 "SITTING" "tbodyacc-mean()-y" -0.0191272531933228
11 "SITTING" "tbodyacc-mean()-z" -0.108941761642405
11 "SITTING" "tbodyacc-std()-x" -0.58947649779557
11 "SITTING" "tbodyacc-std()-y" -0.490379346996835
11 "SITTING" "tbodyacc-std()-z" -0.665324314227848
11 "SITTING" "tbodyaccjerk-mean()-x" 0.0830134540658228
11 "SITTING" "tbodyaccjerk-mean()-y" 0.0078044254343038
11 "SITTING" "tbodyaccjerk-mean()-z" -0.00657424975259494
11 "SITTING" "tbodyaccjerk-std()-x" -0.659323083055063
11 "SITTING" "tbodyaccjerk-std()-y" -0.608784226719937
11 "SITTING" "tbodyaccjerk-std()-z" -0.842511816044304
11 "SITTING" "tbodyaccjerkmag-mean()" -0.679819504547468
11 "SITTING" "tbodyaccjerkmag-std()" -0.664241760370253
11 "SITTING" "tbodyaccmag-mean()" -0.542825032813608
11 "SITTING" "tbodyaccmag-std()" -0.612882270912658
11 "SITTING" "tbodygyro-mean()-x" -0.0547328440272468
11 "SITTING" "tbodygyro-mean()-y" -0.0582275770813291
11 "SITTING" "tbodygyro-mean()-z" 0.087284109682356
11 "SITTING" "tbodygyro-std()-x" -0.739922126628797
11 "SITTING" "tbodygyro-std()-y" -0.703501766487342
11 "SITTING" "tbodygyro-std()-z" -0.725016008797468
11 "SITTING" "tbodygyrojerk-mean()-x" -0.0805473309873418
11 "SITTING" "tbodygyrojerk-mean()-y" -0.0493914065474684
11 "SITTING" "tbodygyrojerk-mean()-z" -0.0480140167267405
11 "SITTING" "tbodygyrojerk-std()-x" -0.781738140601266
11 "SITTING" "tbodygyrojerk-std()-y" -0.868377254082279
11 "SITTING" "tbodygyrojerk-std()-z" -0.795490882468354
11 "SITTING" "tbodygyrojerkmag-mean()" -0.826829028481013
11 "SITTING" "tbodygyrojerkmag-std()" -0.866905012626582
11 "SITTING" "tbodygyromag-mean()" -0.628367851066456
11 "SITTING" "tbodygyromag-std()" -0.696771378957911
11 "SITTING" "tgravityacc-mean()-x" 0.730526184936709
11 "SITTING" "tgravityacc-mean()-y" 0.0527387028613924
11 "SITTING" "tgravityacc-mean()-z" 0.140209861246835
11 "SITTING" "tgravityacc-std()-x" -0.975394457689873
11 "SITTING" "tgravityacc-std()-y" -0.957138770727848
11 "SITTING" "tgravityacc-std()-z" -0.956812000411392
11 "SITTING" "tgravityaccmag-mean()" -0.542825032813608
11 "SITTING" "tgravityaccmag-std()" -0.612882270912658
12 "WALKING" "fbodyacc-mean()-x" -0.578920210879375
12 "WALKING" "fbodyacc-mean()-y" -0.523287078731563
12 "WALKING" "fbodyacc-mean()-z" -0.7266403145
12 "WALKING" "fbodyacc-std()-x" -0.586922577889687
12 "WALKING" "fbodyacc-std()-y" -0.553076639139062
12 "WALKING" "fbodyacc-std()-z" -0.709983235125
12 "WALKING" "fbodyaccjerk-mean()-x" -0.599109317756219
12 "WALKING" "fbodyaccjerk-mean()-y" -0.591296422972219
12 "WALKING" "fbodyaccjerk-mean()-z" -0.7754265825625
12 "WALKING" "fbodyaccjerk-std()-x" -0.602960063359688
12 "WALKING" "fbodyaccjerk-std()-y" -0.579168053712969
12 "WALKING" "fbodyaccjerk-std()-z" -0.80858300040625
12 "WALKING" "fbodyaccmag-mean()" -0.55928367746625
12 "WALKING" "fbodyaccmag-std()" -0.65053328158
12 "WALKING" "fbodybodyaccjerkmag-mean()" -0.564239194378438
12 "WALKING" "fbodybodyaccjerkmag-std()" -0.571614888155312
12 "WALKING" "fbodybodygyrojerkmag-mean()" -0.78990285099375
12 "WALKING" "fbodybodygyrojerkmag-std()" -0.7973614576875
12 "WALKING" "fbodybodygyromag-mean()" -0.717311676745625
12 "WALKING" "fbodybodygyromag-std()" -0.719438065809375
12 "WALKING" "fbodygyro-mean()-x" -0.661246826087188
12 "WALKING" "fbodygyro-mean()-y" -0.74479814778125
12 "WALKING" "fbodygyro-mean()-z" -0.657369914584375
12 "WALKING" "fbodygyro-std()-x" -0.750393858303125
12 "WALKING" "fbodygyro-std()-y" -0.7334567315
12 "WALKING" "fbodygyro-std()-z" -0.70823315425
12 "WALKING" "tbodyacc-mean()-x" 0.27360872421875
12 "WALKING" "tbodyacc-mean()-y" -0.018337204411489
12 "WALKING" "tbodyacc-mean()-z" -0.106649116775
12 "WALKING" "tbodyacc-std()-x" -0.583962207065
12 "WALKING" "tbodyacc-std()-y" -0.522040023435
12 "WALKING" "tbodyacc-std()-z" -0.699293531365625
12 "WALKING" "tbodyaccjerk-mean()-x" 0.070430311315625
12 "WALKING" "tbodyaccjerk-mean()-y" 0.0053115377979375
12 "WALKING" "tbodyaccjerk-mean()-z" 0.0003081123684
12 "WALKING" "tbodyaccjerk-std()-x" -0.582418267596875
12 "WALKING" "tbodyaccjerk-std()-y" -0.571359817082031
12 "WALKING" "tbodyaccjerk-std()-z" -0.79262193625
12 "WALKING" "tbodyaccjerkmag-mean()" -0.6300504918575
12 "WALKING" "tbodyaccjerkmag-std()" -0.566365683597188
12 "WALKING" "tbodyaccmag-mean()" -0.559586545675313
12 "WALKING" "tbodyaccmag-std()" -0.5743864944925
12 "WALKING" "tbodygyro-mean()-x" -0.0628663472537188
12 "WALKING" "tbodygyro-mean()-y" -0.0592027333975
12 "WALKING" "tbodygyro-mean()-z" 0.0960742146838125
12 "WALKING" "tbodygyro-std()-x" -0.727881704983125
12 "WALKING" "tbodygyro-std()-y" -0.73506282621875
12 "WALKING" "tbodygyro-std()-z" -0.671057678528125
12 "WALKING" "tbodygyrojerk-mean()-x" -0.0731134377315625
12 "WALKING" "tbodygyrojerk-mean()-y" -0.043678823491875
12 "WALKING" "tbodygyrojerk-mean()-z" -0.0574585039485312
12 "WALKING" "tbodygyrojerk-std()-x" -0.709726149496875
12 "WALKING" "tbodygyrojerk-std()-y" -0.8112325993125
12 "WALKING" "tbodygyrojerk-std()-z" -0.749351860259375
12 "WALKING" "tbodygyrojerkmag-mean()" -0.77729447821875
12 "WALKING" "tbodygyrojerkmag-std()" -0.7863865328125
12 "WALKING" "tbodygyromag-mean()" -0.63166805889875
12 "WALKING" "tbodygyromag-std()" -0.68485805678325
12 "WALKING" "tgravityacc-mean()-x" 0.69922245131875
12 "WALKING" "tgravityacc-mean()-y" 0.029976775735
12 "WALKING" "tgravityacc-mean()-z" 0.0330295544910625
12 "WALKING" "tgravityacc-std()-x" -0.96738343446875
12 "WALKING" "tgravityacc-std()-y" -0.9605729084375
12 "WALKING" "tgravityacc-std()-z" -0.9468085636875
12 "WALKING" "tgravityaccmag-mean()" -0.559586545675313
12 "WALKING" "tgravityaccmag-std()" -0.5743864944925
13 "WALKING" "fbodyacc-mean()-x" -0.69574524778607
13 "WALKING" "fbodyacc-mean()-y" -0.60075739602408
13 "WALKING" "fbodyacc-mean()-z" -0.62073053910597
13 "WALKING" "fbodyacc-std()-x" -0.681675390293532
13 "WALKING" "fbodyacc-std()-y" -0.58368124280796
13 "WALKING" "fbodyacc-std()-z" -0.572491137735075
13 "WALKING" "fbodyaccjerk-mean()-x" -0.722932607556716
13 "WALKING" "fbodyaccjerk-mean()-y" -0.693516914701493
13 "WALKING" "fbodyaccjerk-mean()-z" -0.711999947524378
13 "WALKING" "fbodyaccjerk-std()-x" -0.712892402850746
13 "WALKING" "fbodyaccjerk-std()-y" -0.66893984600403
13 "WALKING" "fbodyaccjerk-std()-z" -0.737149575771144
13 "WALKING" "fbodyaccmag-mean()" -0.647360093049254
13 "WALKING" "fbodyaccmag-std()" -0.706758161343284
13 "WALKING" "fbodybodyaccjerkmag-mean()" -0.668685326051741
13 "WALKING" "fbodybodyaccjerkmag-std()" -0.682496575521194
13 "WALKING" "fbodybodygyrojerkmag-mean()" -0.692302573566667
13 "WALKING" "fbodybodygyrojerkmag-std()" -0.723677100534826
13 "WALKING" "fbodybodygyromag-mean()" -0.667463924885572
13 "WALKING" "fbodybodygyromag-std()" -0.728456241741294
13 "WALKING" "fbodygyro-mean()-x" -0.736828557064677
13 "WALKING" "fbodygyro-mean()-y" -0.625975048920896
13 "WALKING" "fbodygyro-mean()-z" -0.688682979646766
13 "WALKING" "fbodygyro-std()-x" -0.787260144975124
13 "WALKING" "fbodygyro-std()-y" -0.656132589965672
13 "WALKING" "fbodygyro-std()-z" -0.711815998059702
13 "WALKING" "tbodyacc-mean()-x" 0.27456972840796
13 "WALKING" "tbodyacc-mean()-y" -0.0183337873806468
13 "WALKING" "tbodyacc-mean()-z" -0.108167276572637
13 "WALKING" "tbodyacc-std()-x" -0.685015769826368
13 "WALKING" "tbodyacc-std()-y" -0.570516379262438
13 "WALKING" "tbodyacc-std()-z" -0.566126913374129
13 "WALKING" "tbodyaccjerk-mean()-x" 0.0814934388044776
13 "WALKING" "tbodyaccjerk-mean()-y" 0.00147366212280099
13 "WALKING" "tbodyaccjerk-mean()-z" -0.0192572187473682
13 "WALKING" "tbodyaccjerk-std()-x" -0.70494031299005
13 "WALKING" "tbodyaccjerk-std()-y" -0.671071052075522
13 "WALKING" "tbodyaccjerk-std()-z" -0.725278078975124
13 "WALKING" "tbodyaccjerkmag-mean()" -0.685342743343284
13 "WALKING" "tbodyaccjerkmag-std()" -0.673907540048756
13 "WALKING" "tbodyaccmag-mean()" -0.604692369727861
13 "WALKING" "tbodyaccmag-std()" -0.649879523726368
13 "WALKING" "tbodygyro-mean()-x" -0.0505002185575124
13 "WALKING" "tbodygyro-mean()-y" -0.0695801036455721
13 "WALKING" "tbodygyro-mean()-z" 0.11224704484791
13 "WALKING" "tbodygyro-std()-x" -0.773903734527363
13 "WALKING" "tbodygyro-std()-y" -0.641849236631841
13 "WALKING" "tbodygyro-std()-z" -0.683503760268657
13 "WALKING" "tbodygyrojerk-mean()-x" -0.0894616084467662
13 "WALKING" "tbodygyrojerk-mean()-y" -0.0438266734373134
13 "WALKING" "tbodygyrojerk-mean()-z" -0.0584367238691542
13 "WALKING" "tbodygyrojerk-std()-x" -0.789537639900498
13 "WALKING" "tbodygyrojerk-std()-y" -0.677463150542289
13 "WALKING" "tbodygyrojerk-std()-z" -0.799175403681592
13 "WALKING" "tbodygyrojerkmag-mean()" -0.726531313462687
13 "WALKING" "tbodygyrojerkmag-std()" -0.696233146947761
13 "WALKING" "tbodygyromag-mean()" -0.622856960360199
13 "WALKING" "tbodygyromag-std()" -0.666735106552239
13 "WALKING" "tgravityacc-mean()-x" 0.740673476960199
13 "WALKING" "tgravityacc-mean()-y" -0.106657735422886
13 "WALKING" "tgravityacc-mean()-z" 0.0149105014577114
13 "WALKING" "tgravityacc-std()-x" -0.966599756965174
13 "WALKING" "tgravityacc-std()-y" -0.954139544527363
13 "WALKING" "tgravityacc-std()-z" -0.931027952238806
13 "WALKING" "tgravityaccmag-mean()" -0.604692369727861
13 "WALKING" "tgravityaccmag-std()" -0.649879523726368
13 "WALKING_UPSTAIRS" "fbodyacc-mean()-x" -0.548005258984921
13 "WALKING_UPSTAIRS" "fbodyacc-mean()-y" -0.322313774246032
13 "WALKING_UPSTAIRS" "fbodyacc-mean()-z" -0.644102525753968
13 "WALKING_UPSTAIRS" "fbodyacc-std()-x" -0.523175495801587
13 "WALKING_UPSTAIRS" "fbodyacc-std()-y" -0.269406255292857
13 "WALKING_UPSTAIRS" "fbodyacc-std()-z" -0.641383698960317
13 "WALKING_UPSTAIRS" "fbodyaccjerk-mean()-x" -0.55982076827381
13 "WALKING_UPSTAIRS" "fbodyaccjerk-mean()-y" -0.459487621861905
13 "WALKING_UPSTAIRS" "fbodyaccjerk-mean()-z" -0.708968145839683
13 "WALKING_UPSTAIRS" "fbodyaccjerk-std()-x" -0.54864970950169
13 "WALKING_UPSTAIRS" "fbodyaccjerk-std()-y" -0.391742519379365
13 "WALKING_UPSTAIRS" "fbodyaccjerk-std()-z" -0.757065338968254
13 "WALKING_UPSTAIRS" "fbodyaccmag-mean()" -0.498310419119048
13 "WALKING_UPSTAIRS" "fbodyaccmag-std()" -0.599280780396825
13 "WALKING_UPSTAIRS" "fbodybodyaccjerkmag-mean()" -0.509363582493651
13 "WALKING_UPSTAIRS" "fbodybodyaccjerkmag-std()" -0.512713238301984
13 "WALKING_UPSTAIRS" "fbodybodygyrojerkmag-mean()" -0.743563179047619
13 "WALKING_UPSTAIRS" "fbodybodygyrojerkmag-std()" -0.748348646428571
13 "WALKING_UPSTAIRS" "fbodybodygyromag-mean()" -0.627916082047619
13 "WALKING_UPSTAIRS" "fbodybodygyromag-std()" -0.633623437833333
13 "WALKING_UPSTAIRS" "fbodygyro-mean()-x" -0.533916919283333
13 "WALKING_UPSTAIRS" "fbodygyro-mean()-y" -0.680936401746032
13 "WALKING_UPSTAIRS" "fbodygyro-mean()-z" -0.511657239412698
13 "WALKING_UPSTAIRS" "fbodygyro-std()-x" -0.650745026031746
13 "WALKING_UPSTAIRS" "fbodygyro-std()-y" -0.641835342539683
13 "WALKING_UPSTAIRS" "fbodygyro-std()-z" -0.644232062301587
13 "WALKING_UPSTAIRS" "tbodyacc-mean()-x" 0.278011397674603
13 "WALKING_UPSTAIRS" "tbodyacc-mean()-y" -0.0165604410159524
13 "WALKING_UPSTAIRS" "tbodyacc-mean()-z" -0.110679490349206
13 "WALKING_UPSTAIRS" "tbodyacc-std()-x" -0.52885689484127
13 "WALKING_UPSTAIRS" "tbodyacc-std()-y" -0.254675172748413
13 "WALKING_UPSTAIRS" "tbodyacc-std()-z" -0.620895906571429
13 "WALKING_UPSTAIRS" "tbodyaccjerk-mean()-x" 0.0761624684928175
13 "WALKING_UPSTAIRS" "tbodyaccjerk-mean()-y" 0.00771769445
13 "WALKING_UPSTAIRS" "tbodyaccjerk-mean()-z" -0.00132768837190476
13 "WALKING_UPSTAIRS" "tbodyaccjerk-std()-x" -0.533522811499206
13 "WALKING_UPSTAIRS" "tbodyaccjerk-std()-y" -0.407990456836508
13 "WALKING_UPSTAIRS" "tbodyaccjerk-std()-z" -0.733517667539683
13 "WALKING_UPSTAIRS" "tbodyaccjerkmag-mean()" -0.529950774433333
13 "WALKING_UPSTAIRS" "tbodyaccjerkmag-std()" -0.508697278718016
13 "WALKING_UPSTAIRS" "tbodyaccmag-mean()" -0.436467135438889
13 "WALKING_UPSTAIRS" "tbodyaccmag-std()" -0.513244022742063
13 "WALKING_UPSTAIRS" "tbodygyro-mean()-x" -0.065414645322127
13 "WALKING_UPSTAIRS" "tbodygyro-mean()-y" -0.0490291271295238
13 "WALKING_UPSTAIRS" "tbodygyro-mean()-z" 0.077520202405
13 "WALKING_UPSTAIRS" "tbodygyro-std()-x" -0.621319630738095
13 "WALKING_UPSTAIRS" "tbodygyro-std()-y" -0.651917139603175
13 "WALKING_UPSTAIRS" "tbodygyro-std()-z" -0.579262193587302
13 "WALKING_UPSTAIRS" "tbodygyrojerk-mean()-x" -0.0859752421404762
13 "WALKING_UPSTAIRS" "tbodygyrojerk-mean()-y" -0.0444936160904762
13 "WALKING_UPSTAIRS" "tbodygyrojerk-mean()-z" -0.0580089014698413
13 "WALKING_UPSTAIRS" "tbodygyrojerk-std()-x" -0.598100784936508
13 "WALKING_UPSTAIRS" "tbodygyrojerk-std()-y" -0.785231557698413
13 "WALKING_UPSTAIRS" "tbodygyrojerk-std()-z" -0.574793777611111
13 "WALKING_UPSTAIRS" "tbodygyrojerkmag-mean()" -0.690752641031746
13 "WALKING_UPSTAIRS" "tbodygyrojerkmag-std()" -0.737297702619048
13 "WALKING_UPSTAIRS" "tbodygyromag-mean()" -0.514787204833333
13 "WALKING_UPSTAIRS" "tbodygyromag-std()" -0.587917292174603
13 "WALKING_UPSTAIRS" "tgravityacc-mean()-x" 0.661059461587302
13 "WALKING_UPSTAIRS" "tgravityacc-mean()-y" 0.060921785015873
13 "WALKING_UPSTAIRS" "tgravityacc-mean()-z" 0.0911859822215079
13 "WALKING_UPSTAIRS" "tgravityacc-std()-x" -0.968334171428571
13 "WALKING_UPSTAIRS" "tgravityacc-std()-y" -0.952585444126984
13 "WALKING_UPSTAIRS" "tgravityacc-std()-z" -0.951011098809524
13 "WALKING_UPSTAIRS" "tgravityaccmag-mean()" -0.436467135438889
13 "WALKING_UPSTAIRS" "tgravityaccmag-std()" -0.513244022742063
14 "SITTING" "fbodyacc-mean()-x" -0.619513271851703
14 "SITTING" "fbodyacc-mean()-y" -0.455237617000929
14 "SITTING" "fbodyacc-mean()-z" -0.440650672343653
14 "SITTING" "fbodyacc-std()-x" -0.609406374110062
14 "SITTING" "fbodyacc-std()-y" -0.376829989404644
14 "SITTING" "fbodyacc-std()-z" -0.275013722171486
14 "SITTING" "fbodyaccjerk-mean()-x" -0.654385009392879
14 "SITTING" "fbodyaccjerk-mean()-y" -0.598699531399381
14 "SITTING" "fbodyaccjerk-mean()-z" -0.618712162187307
14 "SITTING" "fbodyaccjerk-std()-x" -0.661460356953251
14 "SITTING" "fbodyaccjerk-std()-y" -0.60215894382322
14 "SITTING" "fbodyaccjerk-std()-z" -0.694424996467802
14 "SITTING" "fbodyaccmag-mean()" -0.490874179820433
14 "SITTING" "fbodyaccmag-std()" -0.548269930770588
14 "SITTING" "fbodybodyaccjerkmag-mean()" -0.596896308848452
14 "SITTING" "fbodybodyaccjerkmag-std()" -0.619215144539319
14 "SITTING" "fbodybodygyrojerkmag-mean()" -0.717590101802972
14 "SITTING" "fbodybodygyrojerkmag-std()" -0.760560087962848
14 "SITTING" "fbodybodygyromag-mean()" -0.543030528985449
14 "SITTING" "fbodybodygyromag-std()" -0.516930495917399
14 "SITTING" "fbodygyro-mean()-x" -0.699166400749226
14 "SITTING" "fbodygyro-mean()-y" -0.50463317018839
14 "SITTING" "fbodygyro-mean()-z" -0.42391821438452
14 "SITTING" "fbodygyro-std()-x" -0.740052209854489
14 "SITTING" "fbodygyro-std()-y" -0.348864187370186
14 "SITTING" "fbodygyro-std()-z" -0.407672097170898
14 "SITTING" "tbodyacc-mean()-x" 0.270184596009288
14 "SITTING" "tbodyacc-mean()-y" -0.0162548178510526
14 "SITTING" "tbodyacc-mean()-z" -0.100985935692074
14 "SITTING" "tbodyacc-std()-x" -0.611671118216099
14 "SITTING" "tbodyacc-std()-y" -0.374730765205077
14 "SITTING" "tbodyacc-std()-z" -0.29354271467452
14 "SITTING" "tbodyaccjerk-mean()-x" 0.0741757467665015
14 "SITTING" "tbodyaccjerk-mean()-y" 0.00443682723817957
14 "SITTING" "tbodyaccjerk-mean()-z" -0.00253044692473994
14 "SITTING" "tbodyaccjerk-std()-x" -0.641964198633003
14 "SITTING" "tbodyaccjerk-std()-y" -0.586459622773684
14 "SITTING" "tbodyaccjerk-std()-z" -0.656855586102105
14 "SITTING" "tbodyaccjerkmag-mean()" -0.608973420309907
14 "SITTING" "tbodyaccjerkmag-std()" -0.605144269857245
14 "SITTING" "tbodyaccmag-mean()" -0.453262620331889
14 "SITTING" "tbodyaccmag-std()" -0.474058613408978
14 "SITTING" "tbodygyro-mean()-x" 0.000253671358297214
14 "SITTING" "tbodygyro-mean()-y" -0.0954921154823529
14 "SITTING" "tbodygyro-mean()-z" 0.0606712446996904
14 "SITTING" "tbodygyro-std()-x" -0.728661379340557
14 "SITTING" "tbodygyro-std()-y" -0.398959362766099
14 "SITTING" "tbodygyro-std()-z" -0.364478192502167
14 "SITTING" "tbodygyrojerk-mean()-x" -0.107556127062003
14 "SITTING" "tbodygyrojerk-mean()-y" -0.0433200489340217
14 "SITTING" "tbodygyrojerk-mean()-z" -0.0450693836894427
14 "SITTING" "tbodygyrojerk-std()-x" -0.7862917325387
14 "SITTING" "tbodygyrojerk-std()-y" -0.6979155314613
14 "SITTING" "tbodygyrojerk-std()-z" -0.638299064788854
14 "SITTING" "tbodygyrojerkmag-mean()" -0.700520939854799
14 "SITTING" "tbodygyrojerkmag-std()" -0.727023009383901
14 "SITTING" "tbodygyromag-mean()" -0.416459776709257
14 "SITTING" "tbodygyromag-std()" -0.471486714606811
14 "SITTING" "tgravityacc-mean()-x" 0.672081224882353
14 "SITTING" "tgravityacc-mean()-y" -0.111701388781115
14 "SITTING" "tgravityacc-mean()-z" -0.161179728291022
14 "SITTING" "tgravityacc-std()-x" -0.941245714736842
14 "SITTING" "tgravityacc-std()-y" -0.942377305312693
14 "SITTING" "tgravityacc-std()-z" -0.915927846160991
14 "SITTING" "tgravityaccmag-mean()" -0.453262620331889
14 "SITTING" "tgravityaccmag-std()" -0.474058613408978
15 "SITTING" "fbodyacc-mean()-x" -0.583772317445122
15 "SITTING" "fbodyacc-mean()-y" -0.507735205778384
15 "SITTING" "fbodyacc-mean()-z" -0.741745724698171
15 "SITTING" "fbodyacc-std()-x" -0.547150855443902
15 "SITTING" "fbodyacc-std()-y" -0.501568435233384
15 "SITTING" "fbodyacc-std()-z" -0.711431340356707
15 "SITTING" "fbodyaccjerk-mean()-x" -0.643469519361585
15 "SITTING" "fbodyaccjerk-mean()-y" -0.609408057377744
15 "SITTING" "fbodyaccjerk-mean()-z" -0.805543465588415
15 "SITTING" "fbodyaccjerk-std()-x" -0.637655155092835
15 "SITTING" "fbodyaccjerk-std()-y" -0.605854882622652
15 "SITTING" "fbodyaccjerk-std()-z" -0.845111060762195
15 "SITTING" "fbodyaccmag-mean()" -0.562948391223628
15 "SITTING" "fbodyaccmag-std()" -0.623655618198171
15 "SITTING" "fbodybodyaccjerkmag-mean()" -0.614817605125915
